Rango -> 1           Palabra -> que                 Aparece 21475 veces       
Rango -> 486         Palabra -> honra               Aparece 78 veces          
Rango -> 487         Palabra -> locura              Aparece 78 veces          
Rango -> 488         Palabra -> marido              Aparece 78 veces          
Rango -> 489         Palabra -> pensamiento         Aparece 78 veces          
Rango -> 490         Palabra -> misma               Aparece 77 veces          
Rango -> 491         Palabra -> brazo               Aparece 77 veces          
Rango -> 492         Palabra -> seis                Aparece 77 veces          
Rango -> 493         Palabra -> presto              Aparece 77 veces          
Rango -> 494         Palabra -> eres                Aparece 77 veces          
Rango -> 495         Palabra -> agua                Aparece 76 veces          
Rango -> 496         Palabra -> hoy                 Aparece 76 veces          
Rango -> 497         Palabra -> debajo              Aparece 76 veces          
Rango -> 498         Palabra -> criado              Aparece 76 veces          
Rango -> 499         Palabra -> tomo                Aparece 76 veces          
Rango -> 500         Palabra -> mercedes            Aparece 76 veces          
Rango -> 501         Palabra -> rico                Aparece 76 veces          
Rango -> 502         Palabra -> doña                Aparece 75 veces          
Rango -> 503         Palabra -> hacen               Aparece 75 veces          
Rango -> 504         Palabra -> remedio             Aparece 75 veces          
Rango -> 505         Palabra -> haga                Aparece 75 veces          
Rango -> 506         Palabra -> hubiera             Aparece 75 veces          
Rango -> 507         Palabra -> sanson              Aparece 75 veces          
Rango -> 508         Palabra -> nuestros            Aparece 75 veces          
Rango -> 509         Palabra -> españa              Aparece 75 veces          
Rango -> 510         Palabra -> silencio            Aparece 75 veces          
Rango -> 511         Palabra -> podra               Aparece 75 veces          
Rango -> 512         Palabra -> fortuna             Aparece 75 veces          
Rango -> 513         Palabra -> dueña               Aparece 74 veces          
Rango -> 514         Palabra -> sucedio             Aparece 74 veces          
Rango -> 515         Palabra -> licencia            Aparece 74 veces          
Rango -> 516         Palabra -> jumento             Aparece 74 veces          
Rango -> 517         Palabra -> ama                 Aparece 74 veces          
Rango -> 518         Palabra -> semejantes          Aparece 74 veces          
Rango -> 519         Palabra -> deseos              Aparece 73 veces          
Rango -> 520         Palabra -> valeroso            Aparece 73 veces          
Rango -> 521         Palabra -> discreto            Aparece 73 veces          
Rango -> 522         Palabra -> priesa              Aparece 73 veces          
Rango -> 523         Palabra -> entro               Aparece 72 veces          
Rango -> 524         Palabra -> espacio             Aparece 72 veces          
Rango -> 525         Palabra -> reino               Aparece 72 veces          
Rango -> 526         Palabra -> cristiano           Aparece 72 veces          
Rango -> 527         Palabra -> e                   Aparece 72 veces          
Rango -> 528         Palabra -> venian              Aparece 72 veces          
Rango -> 529         Palabra -> fuere               Aparece 72 veces          
Rango -> 530         Palabra -> veras               Aparece 71 veces          
Rango -> 531         Palabra -> condicion           Aparece 71 veces          
Rango -> 532         Palabra -> labrador            Aparece 71 veces          
Rango -> 533         Palabra -> doncellas           Aparece 71 veces          
Rango -> 534         Palabra -> hidalgo             Aparece 71 veces          
Rango -> 535         Palabra -> hicieron            Aparece 70 veces          
Rango -> 536         Palabra -> luz                 Aparece 70 veces          
Rango -> 537         Palabra -> gracias             Aparece 70 veces          
Rango -> 538         Palabra -> padres              Aparece 70 veces          
Rango -> 539         Palabra -> cristianos          Aparece 70 veces          
Rango -> 540         Palabra -> llegar              Aparece 70 veces          
Rango -> 541         Palabra -> pensaba             Aparece 69 veces          
Rango -> 542         Palabra -> vestido             Aparece 69 veces          
Rango -> 543         Palabra -> hare                Aparece 69 veces          
Rango -> 544         Palabra -> quisiere            Aparece 69 veces          
Rango -> 545         Palabra -> llegaron            Aparece 69 veces          
Rango -> 546         Palabra -> leido               Aparece 69 veces          
Rango -> 547         Palabra -> par                 Aparece 68 veces          
Rango -> 548         Palabra -> hazañas             Aparece 68 veces          
Rango -> 549         Palabra -> suceso              Aparece 68 veces          
Rango -> 550         Palabra -> destos              Aparece 67 veces          
Rango -> 551         Palabra -> mayores             Aparece 67 veces          
Rango -> 552         Palabra -> querria             Aparece 67 veces          
Rango -> 553         Palabra -> suya                Aparece 67 veces          
Rango -> 554         Palabra -> creer               Aparece 67 veces          
Rango -> 555         Palabra -> amigos              Aparece 67 veces          
Rango -> 556         Palabra -> pasado              Aparece 67 veces          
Rango -> 557         Palabra -> andar               Aparece 66 veces          
Rango -> 558         Palabra -> virtud              Aparece 66 veces          
Rango -> 559         Palabra -> hago                Aparece 66 veces          
Rango -> 560         Palabra -> tenian              Aparece 66 veces          
Rango -> 561         Palabra -> tenido              Aparece 66 veces          
Rango -> 562         Palabra -> espaldas            Aparece 66 veces          
Rango -> 563         Palabra -> bosque              Aparece 66 veces          
Rango -> 564         Palabra -> muestras            Aparece 65 veces          
Rango -> 565         Palabra -> pan                 Aparece 65 veces          
Rango -> 566         Palabra -> silla               Aparece 65 veces          
Rango -> 567         Palabra -> hemos               Aparece 65 veces          
Rango -> 568         Palabra -> antonio             Aparece 65 veces          
Rango -> 569         Palabra -> oir                 Aparece 65 veces          
Rango -> 570         Palabra -> leer                Aparece 65 veces          
